Date,Price,Open,High,Low,Vol.,Change %
24/02/2002,10812.00 ,"10,394.73","10,813.45","10,183.52",,4.40%
17/02/2002,10356.78 ,"10,021.55","10,418.64","9,773.95",,3.07%
10/02/2002,10048.10 ,"9,816.96","10,235.38","9,816.96",,3.74%
03/02/2002,9686.06 ,"9,808.82","9,808.82","9,420.85",,-1.08%
27/01/2002,9791.43 ,"10,190.28","10,303.74","9,735.05",,-3.48%
20/01/2002,10144.14 ,"10,252.43","10,393.56","10,012.80",,-1.45%
13/01/2002,10293.32 ,"10,359.44","10,359.44","10,074.45",,-1.42%
06/01/2002,10441.59 ,"10,803.45","10,979.92","10,441.59",,-3.95%
30/12/2001,10871.49 ,"10,631.00","10,871.49","10,617.08",,3.12%
23/12/2001,10542.62 ,"10,359.22","10,571.75","10,170.90",,2.00%
16/12/2001,10335.45 ,"10,482.40","10,582.07","10,253.72",,-1.68%
09/12/2001,10511.65 ,"10,736.12","10,821.13","10,379.59",,-2.64%
02/12/2001,10796.89 ,"10,694.65","11,052.51","10,326.52",,0.93%
25/11/2001,10697.44 ,"10,797.12","11,186.75","10,512.66",,0.01%
18/11/2001,10696.82 ,"10,643.33","10,849.19","10,490.60",,0.45%
11/11/2001,10649.09 ,"10,225.59","10,850.48","9,955.09",,4.24%
04/11/2001,10215.71 ,"10,427.35","10,633.72","10,213.01",,-1.62%
28/10/2001,10383.78 ,"10,779.19","10,798.08","10,318.17",,-3.81%
21/10/2001,10795.16 ,"10,685.35","11,052.01","10,649.59",,2.43%
14/10/2001,10538.79 ,"10,545.25","10,790.03","10,412.25",,-0.88%
07/10/2001,10632.35 ,"10,143.39","10,632.35","9,934.00",,4.18%
30/09/2001,10205.87 ,"9,766.75","10,261.86","9,604.09",,4.41%
23/09/2001,9774.68 ,"9,637.60","9,933.69","9,551.73",,2.30%
16/09/2001,9554.99 ,"9,881.06","10,061.10","9,382.95",,-4.53%
09/09/2001,10008.89 ,"10,395.10","10,457.09","9,476.87",,-4.83%
02/09/2001,10516.79 ,"10,729.60","10,812.89","10,325.83",,-1.84%
26/08/2001,10713.51 ,"11,273.96","11,366.18","10,684.16",,-4.06%
19/08/2001,11166.31 ,"11,347.24","11,504.06","11,075.42",,-2.44%
12/08/2001,11445.54 ,"11,697.12","11,936.75","11,412.36",,-2.47%
05/08/2001,11735.06 ,"12,170.11","12,388.61","11,683.22",,-4.14%
29/07/2001,12241.97 ,"11,846.00","12,407.37","11,539.16",,3.76%
22/07/2001,11798.08 ,"11,902.23","12,054.30","11,531.68",,-0.93%
15/07/2001,11908.39 ,"12,408.39","12,408.39","11,847.73",,-3.62%
08/07/2001,12355.15 ,"12,191.31","12,444.56","12,005.11",,0.40%
01/07/2001,12306.08 ,"12,929.66","12,929.66","12,289.61",,-5.11%
24/06/2001,12969.05 ,"13,052.96","13,073.49","12,567.26",,-0.58%
17/06/2001,13044.61 ,"12,766.38","13,079.11","12,511.66",,1.99%
10/06/2001,12790.38 ,"13,413.10","13,447.39","12,578.78",,-4.76%
03/06/2001,13430.22 ,"13,294.21","13,510.70","12,984.07",,1.27%
27/05/2001,13261.84 ,"13,732.10","13,836.40","13,216.57",,-3.66%
20/05/2001,13765.92 ,"13,938.78","14,345.42","13,758.66",,-0.81%
13/05/2001,13877.77 ,"14,041.79","14,103.06","13,694.27",,-1.18%
06/05/2001,14043.92 ,"14,384.14","14,556.11","13,957.81",,-2.62%
29/04/2001,14421.64 ,"14,096.32","14,444.84","14,096.32",,3.50%
22/04/2001,13934.32 ,"13,837.19","14,084.55","13,403.27",,1.23%
15/04/2001,13765.67 ,"13,338.92","14,099.49","13,019.60",,2.84%
08/04/2001,13385.72 ,"13,304.36","13,578.64","12,579.56",,0.01%
01/04/2001,13383.76 ,"13,057.65","13,674.58","12,781.34",,2.95%
25/03/2001,12999.70 ,"13,309.72","13,867.58","12,992.45",,-1.63%
18/03/2001,13214.54 ,"12,183.98","13,242.72","12,100.97",,8.02%
11/03/2001,12232.98 ,"12,509.67","12,509.67","11,433.88",,-3.13%
04/03/2001,12627.90 ,"12,285.46","12,824.19","12,133.90",,2.99%
25/02/2001,12261.80 ,"13,255.29","13,315.86","12,261.80",,-7.43%
18/02/2001,13246.00 ,"13,060.20","13,272.81","12,861.33",,0.54%
11/02/2001,13175.49 ,"13,431.72","13,461.11","13,119.34",,-1.84%
04/02/2001,13422.83 ,"13,588.64","13,588.64","12,966.83",,-2.05%
28/01/2001,13703.63 ,"13,724.26","13,910.71","13,667.93",,0.06%
21/01/2001,13696.06 ,"14,010.07","14,060.23","13,626.05",,-2.09%
14/01/2001,13989.12 ,"13,450.28","14,186.62","13,441.52",,4.81%
07/01/2001,13347.74 ,"13,732.85","13,732.85","13,123.81",,-3.75%
31/12/2000,13867.61 ,"13,898.09","13,990.57","13,667.68",,0.59%
24/12/2000,13785.69 ,"13,878.52","14,019.73","13,781.12",,2.67%
17/12/2000,13427.08 ,"14,462.35","14,566.21","13,182.51",,-7.73%
10/12/2000,14552.29 ,"14,775.93","15,273.40","14,552.29",,-0.98%
03/12/2000,14696.51 ,"14,922.67","15,109.64","14,622.83",,-0.94%
26/11/2000,14835.33 ,"14,422.25","14,984.37","14,385.16",,3.63%
19/11/2000,14315.35 ,"14,510.39","14,577.73","14,172.64",,-1.57%
12/11/2000,14544.30 ,"14,824.71","14,958.33","14,420.36",,-2.96%
05/11/2000,14988.54 ,"14,904.29","15,602.39","14,873.52",,1.02%
29/10/2000,14837.78 ,"14,607.02","14,961.69","14,333.16",,1.75%
22/10/2000,14582.20 ,"15,197.93","15,229.46","14,577.20",,-4.06%
15/10/2000,15198.73 ,"15,366.81","15,688.17","14,707.88",,-0.86%
08/10/2000,15330.31 ,"15,958.12","15,958.12","15,101.64",,-4.15%
01/10/2000,15994.24 ,"15,735.71","16,192.78","15,514.04",,1.57%
24/09/2000,15747.26 ,"15,850.56","16,144.19","15,621.88",,-0.45%
17/09/2000,15818.25 ,"16,174.92","16,523.27","15,774.72",,-2.44%
10/09/2000,16213.28 ,"16,467.69","16,477.53","15,885.32",,-1.75%
03/09/2000,16501.55 ,"16,764.33","16,883.31","16,239.26",,-1.42%
27/08/2000,16739.78 ,"16,895.55","17,210.80","16,700.36",,-1.01%
20/08/2000,16911.33 ,"16,249.94","16,926.22","15,945.92",,3.87%
13/08/2000,16280.49 ,"16,109.95","16,409.13","16,055.07",,1.01%
06/08/2000,16117.50 ,"15,666.81","16,125.66","15,666.81",,2.87%
30/07/2000,15667.36 ,"15,821.31","16,211.55","15,394.71",,-1.08%
23/07/2000,15838.57 ,"16,767.20","16,767.20","15,815.53",,-5.79%
16/07/2000,16811.49 ,"17,188.98","17,476.86","16,703.01",,-1.93%
09/07/2000,17142.90 ,"17,421.56","17,594.66","17,009.65",,-1.47%
02/07/2000,17398.24 ,"17,451.65","17,661.11","17,154.58",,-0.07%
25/06/2000,17411.05 ,"16,927.27","17,511.32","16,761.59",,2.64%
18/06/2000,16963.21 ,"16,382.11","17,364.26","16,359.96",,3.95%
11/06/2000,16318.31 ,"16,876.68","17,018.64","16,289.92",,-3.22%
04/06/2000,16861.91 ,"16,842.04","17,261.87","16,785.77",,0.37%
28/05/2000,16800.06 ,"16,028.76","16,941.42","16,028.76",,4.95%
21/05/2000,16008.14 ,"16,802.66","16,802.66","15,870.25",,-5.04%
14/05/2000,16858.17 ,"17,396.45","17,691.39","16,572.05",,-2.88%
07/05/2000,17357.86 ,"18,465.71","18,475.45","16,779.42",,-5.87%
30/04/2000,18439.36 ,"17,979.25","18,586.16","17,979.25",,2.59%
23/04/2000,17973.70 ,"18,247.48","18,987.34","17,926.43",,-1.53%
16/04/2000,18252.68 ,"20,341.50","20,341.50","18,091.10",,-10.68%
09/04/2000,20434.68 ,"20,368.81","20,833.21","20,330.89",,0.90%
02/04/2000,20252.81 ,"20,327.79","20,747.82","20,171.62",,-0.42%
26/03/2000,20337.32 ,"19,976.14","20,809.79","19,880.11",,1.90%
19/03/2000,19958.08 ,"19,598.53","20,012.41","19,455.11",,2.00%
12/03/2000,19566.32 ,"19,731.50","19,760.35","18,765.88",,-0.93%
05/03/2000,19750.40 ,"20,041.48","20,160.03","19,614.82",,-0.89%
27/02/2000,19927.54 ,"19,783.44","20,202.96","19,713.86",,0.55%
20/02/2000,19817.88 ,"19,736.15","19,817.88","19,353.40",,0.15%
13/02/2000,19789.03 ,"19,698.57","19,862.94","19,300.14",,0.40%
06/02/2000,19710.02 ,"19,832.76","20,046.14","19,710.02",,-0.27%
30/01/2000,19763.13 ,"19,375.11","20,011.91","19,224.47",,1.69%
23/01/2000,19434.78 ,"18,878.46","19,595.83","18,815.37",,2.95%
16/01/2000,18878.09 ,"19,025.62","19,442.58","18,713.17",,-0.41%
09/01/2000,18956.55 ,"18,246.10","19,058.02","18,246.10",,4.19%
